loan_id,origination_date,origination_month,person_age,age_group,person_income,income_band,person_home_ownership,person_emp_length,employment_stability,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,loan_to_income_ratio,debt_to_income_ratio,cb_person_default_on_file,cb_person_cred_hist_length,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,loan_status,loan_status_label,default_probability,credit_risk_score,risk_tier,loan_decision,decision_reasons,persona
L105319,2023-09-07,2023-09,25,18-25,45000,25-50k,MORTGAGE,4.0,Established(3-7y),MEDICAL,A,5800,6.99,0.1289,0.1289,0.009,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.1486361957839233,811,Very Low,Approve,Very Low risk tier (PD=14.9%) — strong repayment profile.,The Moderate Borrower
L105320,2023-10-29,2023-10,23,18-25,29520,25-50k,RENT,7.0,Established(3-7y),EDUCATION,D,8500,15.37,0.2879,0.2879,0.0443,Y,2,New(<=2y),1,0,0,1,0,Non-Default,0.9566692238463655,326,Very High,Reject,Very High risk tier (PD=95.7%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105321,2023-01-25,2023-01,21,18-25,29760,25-50k,RENT,1.0,Unstable(<1y),DEBTCONSOLIDATION,B,8500,10.62,0.2856,0.2856,0.0303,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.8181832316733306,409,Very High,Reject,Very High risk tier (PD=81.8%) — default probability too high for approval under current risk appetite.,The Fresh Starter
L105322,2023-03-11,2023-03,23,18-25,30000,25-50k,RENT,6.0,Established(3-7y),EDUCATION,C,8500,13.49,0.2833,0.2833,0.0382,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.7535960195236554,448,Very High,Reject,Very High risk tier (PD=75.4%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L105323,2024-09-16,2024-09,22,18-25,45000,25-50k,MORTGAGE,2.0,Early(1-3y),EDUCATION,D,8000,16.49,0.1778,0.1778,0.0293,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.8107182705117525,414,Very High,Reject,Very High risk tier (PD=81.1%) — default probability too high for approval under current risk appetite.,The Fresh Starter
L105324,2023-04-22,2023-04,23,18-25,45000,25-50k,MORTGAGE,7.0,Established(3-7y),EDUCATION,B,14000,11.49,0.3111,0.3111,0.0357,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.4934145563332374,604,Moderate,Approve with Conditions,Moderate risk tier (PD=49.3%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105325,2023-12-30,2023-12,25,18-25,30000,25-50k,RENT,3.0,Early(1-3y),EDUCATION,C,8500,13.98,0.2833,0.2833,0.0396,Y,4,Building(2-5y),1,0,0,1,0,Non-Default,0.752577157713236,448,Very High,Reject,Very High risk tier (PD=75.3%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105326,2023-10-30,2023-10,23,18-25,32000,25-50k,RENT,0.0,Unstable(<1y),MEDICAL,C,8500,13.16,0.2656,0.2656,0.035,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.7943824274309322,423,Very High,Reject,Very High risk tier (PD=79.4%) — default probability too high for approval under current risk appetite.,The Fresh Starter
L105327,2024-04-15,2024-04,25,18-25,45000,25-50k,MORTGAGE,4.0,Established(3-7y),VENTURE,D,2000,15.62,0.0444,0.0444,0.0069,Y,3,Building(2-5y),1,0,0,0,0,Non-Default,0.5373881339502626,578,High,Manual Review,High risk tier (PD=53.7%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105328,2023-04-01,2023-04,26,26-35,34000,25-50k,RENT,1.0,Unstable(<1y),MEDICAL,A,8500,7.88,0.25,0.25,0.0197,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.6195260965984409,528,High,Manual Review,High risk tier (PD=62.0%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Fresh Starter
L105329,2024-06-13,2024-06,22,18-25,30000,25-50k,RENT,4.0,Established(3-7y),HOMEIMPROVEMENT,D,8500,15.05,0.2833,0.2833,0.0426,Y,4,Building(2-5y),1,0,0,1,1,Default,0.9817315737032448,311,Very High,Reject,Very High risk tier (PD=98.2%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105330,2024-10-22,2024-10,23,18-25,45000,25-50k,MORTGAGE,4.0,Established(3-7y),VENTURE,B,4725,11.99,0.105,0.105,0.0126,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.1210436579505118,827,Very Low,Approve,Very Low risk tier (PD=12.1%) — strong repayment profile.,The Moderate Borrower
L105331,2024-12-26,2024-12,22,18-25,39000,25-50k,MORTGAGE,4.0,Established(3-7y),HOMEIMPROVEMENT,A,5500,5.99,0.141,0.141,0.0084,N,4,Building(2-5y),0,0,0,0,1,Default,0.234959435106093,759,Low,Approve,Low risk tier (PD=23.5%) — acceptable risk under standard policy.,The Moderate Borrower
L105332,2024-10-24,2024-10,25,18-25,38400,25-50k,RENT,9.0,Stable(7y+),VENTURE,B,8500,10.99,0.2214,0.2214,0.0243,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.406170413011361,656,Moderate,Approve with Conditions,Moderate risk tier (PD=40.6%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105333,2023-07-11,2023-07,22,18-25,40000,25-50k,RENT,1.0,Unstable(<1y),PERSONAL,C,8500,14.35,0.2125,0.2125,0.0305,Y,2,New(<=2y),1,0,0,1,0,Non-Default,0.6323975804864239,521,High,Manual Review,High risk tier (PD=63.2%) — requires underwriter judgement and possibly additional collateral/guarantor. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105334,2024-07-05,2024-07,24,18-25,45000,25-50k,MORTGAGE,6.0,Established(3-7y),HOMEIMPROVEMENT,A,4075,5.42,0.0906,0.0906,0.0049,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.1295642439279959,822,Very Low,Approve,Very Low risk tier (PD=13.0%) — strong repayment profile.,The Moderate Borrower
L105335,2023-08-30,2023-08,23,18-25,34000,25-50k,RENT,5.0,Established(3-7y),VENTURE,C,8500,13.92,0.25,0.25,0.0348,N,3,Building(2-5y),0,0,0,1,1,Default,0.593168357196949,544,High,Manual Review,High risk tier (PD=59.3%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Moderate Borrower
L105336,2023-05-18,2023-05,26,26-35,45000,25-50k,MORTGAGE,10.0,Stable(7y+),HOMEIMPROVEMENT,C,14125,13.99,0.3139,0.3139,0.0439,Y,2,New(<=2y),1,0,0,0,0,Non-Default,0.7668866856116326,440,Very High,Reject,Very High risk tier (PD=76.7%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105337,2023-12-11,2023-12,26,26-35,40500,25-50k,RENT,4.0,Established(3-7y),DEBTCONSOLIDATION,A,8500,7.88,0.2099,0.2099,0.0165,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.5258010392954268,585,Moderate,Approve with Conditions,Moderate risk tier (PD=52.6%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Debt Juggler
L105338,2023-06-29,2023-06,21,18-25,42000,25-50k,RENT,5.0,Established(3-7y),DEBTCONSOLIDATION,A,8500,7.51,0.2024,0.2024,0.0152,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.4915943130952536,605,Moderate,Approve with Conditions,Moderate risk tier (PD=49.2%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Debt Juggler
L105339,2024-12-12,2024-12,26,26-35,39000,25-50k,MORTGAGE,0.0,Unstable(<1y),DEBTCONSOLIDATION,D,5600,16.49,0.1436,0.1436,0.0237,Y,3,Building(2-5y),1,0,0,0,1,Default,0.880744049770228,372,Very High,Reject,Very High risk tier (PD=88.1%) — default probability too high for approval under current risk appetite. | Note: applicant also has a prior bureau default on file.,The Repeat Risk
L105340,2024-05-17,2024-05,25,18-25,45000,25-50k,MORTGAGE,6.0,Established(3-7y),HOMEIMPROVEMENT,B,10000,9.99,0.2222,0.2222,0.0222,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.5172927914756629,590,Moderate,Approve with Conditions,Moderate risk tier (PD=51.7%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105341,2023-07-22,2023-07,23,18-25,45000,25-50k,MORTGAGE,8.0,Stable(7y+),VENTURE,B,13000,10.99,0.2889,0.2889,0.0317,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.3532578327191999,688,Low,Approve,Low risk tier (PD=35.3%) — acceptable risk under standard policy.,The Moderate Borrower
L105342,2024-07-26,2024-07,24,18-25,39000,25-50k,MORTGAGE,8.0,Stable(7y+),HOMEIMPROVEMENT,C,5000,13.48,0.1282,0.1282,0.0173,N,3,Building(2-5y),0,0,0,0,1,Default,0.4913376182217891,605,Moderate,Approve with Conditions,Moderate risk tier (PD=49.1%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105343,2023-07-11,2023-07,23,18-25,45000,25-50k,MORTGAGE,2.0,Early(1-3y),DEBTCONSOLIDATION,A,6000,7.49,0.1333,0.1333,0.01,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.1932638958310602,784,Very Low,Approve,Very Low risk tier (PD=19.3%) — strong repayment profile.,The Fresh Starter
L105344,2023-01-05,2023-01,23,18-25,42000,25-50k,RENT,0.0,Unstable(<1y),EDUCATION,A,8500,6.92,0.2024,0.2024,0.014,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.3115450494188881,713,Low,Approve,Low risk tier (PD=31.2%) — acceptable risk under standard policy.,The Fresh Starter
L105345,2023-08-25,2023-08,22,18-25,42000,25-50k,RENT,3.0,Early(1-3y),EDUCATION,B,8500,12.53,0.2024,0.2024,0.0254,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.473941911925335,616,Moderate,Approve with Conditions,Moderate risk tier (PD=47.4%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105346,2024-11-23,2024-11,26,26-35,42000,25-50k,RENT,0.0,Unstable(<1y),MEDICAL,B,8500,11.14,0.2024,0.2024,0.0225,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.5558696604046661,566,High,Manual Review,High risk tier (PD=55.6%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Fresh Starter
L105347,2023-11-07,2023-11,26,26-35,42996,25-50k,RENT,10.0,Stable(7y+),MEDICAL,B,8500,10.2,0.1977,0.1977,0.0202,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.5183237726551544,589,Moderate,Approve with Conditions,Moderate risk tier (PD=51.8%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105348,2024-07-02,2024-07,21,18-25,43000,25-50k,RENT,5.0,Established(3-7y),VENTURE,D,8500,15.58,0.1977,0.1977,0.0308,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.8549277058024923,387,Very High,Reject,Very High risk tier (PD=85.5%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L105349,2023-02-25,2023-02,26,26-35,45000,25-50k,MORTGAGE,6.0,Established(3-7y),VENTURE,A,5000,6.99,0.1111,0.1111,0.0078,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0582037965874874,865,Very Low,Approve,Very Low risk tier (PD=5.8%) — strong repayment profile.,The Moderate Borrower
L105350,2024-03-18,2024-03,22,18-25,44000,25-50k,RENT,4.0,Established(3-7y),VENTURE,A,8500,5.42,0.1932,0.1932,0.0105,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1884898992182841,787,Very Low,Approve,Very Low risk tier (PD=18.8%) — strong repayment profile.,The Moderate Borrower
L105351,2023-08-25,2023-08,24,18-25,44000,25-50k,RENT,0.0,Unstable(<1y),MEDICAL,A,8500,7.51,0.1932,0.1932,0.0145,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.4044461646823768,657,Moderate,Approve with Conditions,Moderate risk tier (PD=40.4%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Fresh Starter
L105352,2023-07-16,2023-07,25,18-25,39000,25-50k,RENT,2.0,Early(1-3y),VENTURE,C,8500,13.23,0.2179,0.2179,0.0288,Y,4,Building(2-5y),1,0,0,1,1,Default,0.4738453817750104,616,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L105353,2024-08-07,2024-08,25,18-25,45000,25-50k,MORTGAGE,8.0,Stable(7y+),DEBTCONSOLIDATION,A,4000,6.62,0.0889,0.0889,0.0059,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.1185372738163453,829,Very Low,Approve,Very Low risk tier (PD=11.9%) — strong repayment profile.,The Moderate Borrower
L105354,2024-07-24,2024-07,25,18-25,47000,25-50k,RENT,1.0,Unstable(<1y),EDUCATION,A,8500,8.9,0.1809,0.1809,0.0161,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.2899783993600929,726,Low,Approve,Low risk tier (PD=29.0%) — acceptable risk under standard policy.,The Fresh Starter
L105355,2024-05-28,2024-05,26,26-35,45000,25-50k,MORTGAGE,9.0,Stable(7y+),VENTURE,D,10000,16.89,0.2222,0.2222,0.0375,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.7974420726628112,422,Very High,Reject,Very High risk tier (PD=79.7%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L105356,2024-03-24,2024-03,25,18-25,47000,25-50k,RENT,8.0,Stable(7y+),DEBTCONSOLIDATION,B,8500,10.37,0.1809,0.1809,0.0188,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.5165876914219503,590,Moderate,Approve with Conditions,Moderate risk tier (PD=51.7%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Debt Juggler
L105357,2023-12-26,2023-12,23,18-25,45000,25-50k,OWN,4.0,Established(3-7y),EDUCATION,C,15000,14.79,0.3333,0.3333,0.0493,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.2096987824873264,774,Low,Approve with Conditions,Low risk tier (PD=21.0%) — acceptable risk under standard policy. | Loan-to-income ratio exceeds 30% — recommend reduced loan amount or additional income verification.,The Moderate Borrower
L105358,2024-11-30,2024-11,24,18-25,49232,25-50k,RENT,8.0,Stable(7y+),EDUCATION,A,8500,6.54,0.1727,0.1727,0.0113,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.2177198393737551,769,Low,Approve,Low risk tier (PD=21.8%) — acceptable risk under standard policy.,The Moderate Borrower
L105359,2023-01-30,2023-01,21,18-25,45000,25-50k,MORTGAGE,5.0,Established(3-7y),MEDICAL,B,3000,10.99,0.0667,0.0667,0.0073,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.1697549155563055,798,Very Low,Approve,Very Low risk tier (PD=17.0%) — strong repayment profile.,The Moderate Borrower
L105360,2023-04-18,2023-04,25,18-25,44000,25-50k,RENT,9.0,Stable(7y+),MEDICAL,C,8500,14.27,0.1932,0.1932,0.0276,N,4,Building(2-5y),0,0,0,1,1,Default,0.6454012010950871,513,High,Manual Review,High risk tier (PD=64.5%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Moderate Borrower
L105361,2024-08-24,2024-08,21,18-25,50000,25-50k,RENT,5.0,Established(3-7y),VENTURE,B,8500,10.65,0.17,0.17,0.0181,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.2505202041717385,750,Low,Approve,Low risk tier (PD=25.1%) — acceptable risk under standard policy.,The Steady Earner
L105362,2024-12-17,2024-12,21,18-25,44000,25-50k,RENT,5.0,Established(3-7y),DEBTCONSOLIDATION,B,8500,11.49,0.1932,0.1932,0.0222,N,2,New(<=2y),0,0,0,1,1,Default,0.5892266555587384,546,High,Manual Review,High risk tier (PD=58.9%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Debt Juggler
L105363,2024-03-20,2024-03,26,26-35,45000,25-50k,MORTGAGE,5.0,Established(3-7y),PERSONAL,A,14650,7.49,0.3256,0.3256,0.0244,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.5070822435991374,596,Moderate,Approve with Conditions,Moderate risk tier (PD=50.7%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105364,2024-03-13,2024-03,25,18-25,50000,25-50k,RENT,7.0,Established(3-7y),EDUCATION,E,8500,15.7,0.17,0.17,0.0267,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.8963109345910829,362,Very High,Reject,Very High risk tier (PD=89.6%) — default probability too high for approval under current risk appetite.,The Moderate Borrower
L105365,2024-08-28,2024-08,24,18-25,52582,50-75k,RENT,5.0,Established(3-7y),MEDICAL,B,8500,10.62,0.1617,0.1617,0.0172,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.4100459672436848,654,Moderate,Approve with Conditions,Moderate risk tier (PD=41.0%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
L105366,2024-04-01,2024-04,22,18-25,46968,25-50k,RENT,1.0,Unstable(<1y),PERSONAL,C,8500,13.48,0.181,0.181,0.0244,N,4,Building(2-5y),0,0,0,1,1,Default,0.5267048459550254,584,Moderate,Approve with Conditions,Moderate risk tier (PD=52.7%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Fresh Starter
L105367,2024-09-06,2024-09,24,18-25,45000,25-50k,MORTGAGE,8.0,Stable(7y+),PERSONAL,A,4000,7.49,0.0889,0.0889,0.0067,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0890233677394172,847,Very Low,Approve,Very Low risk tier (PD=8.9%) — strong repayment profile.,The Moderate Borrower
L105368,2024-11-28,2024-11,24,18-25,45000,25-50k,OWN,4.0,Established(3-7y),VENTURE,A,11000,7.49,0.2444,0.2444,0.0183,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0421622630593274,875,Very Low,Approve,Very Low risk tier (PD=4.2%) — strong repayment profile.,The Moderate Borrower
L105369,2024-11-26,2024-11,24,18-25,55000,50-75k,RENT,5.0,Established(3-7y),DEBTCONSOLIDATION,B,8500,9.88,0.1545,0.1545,0.0153,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.4128831811449794,652,Moderate,Approve with Conditions,Moderate risk tier (PD=41.3%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Steady Earner
L105370,2024-05-09,2024-05,25,18-25,55000,50-75k,RENT,7.0,Established(3-7y),MEDICAL,C,8500,14.22,0.1545,0.1545,0.022,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.5357948271096983,579,High,Manual Review,High risk tier (PD=53.6%) — requires underwriter judgement and possibly additional collateral/guarantor.,The Moderate Borrower
L105371,2024-11-04,2024-11,24,18-25,45000,25-50k,MORTGAGE,2.0,Early(1-3y),PERSONAL,A,7200,7.29,0.16,0.16,0.0117,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.1611529017037,803,Very Low,Approve,Very Low risk tier (PD=16.1%) — strong repayment profile.,The Fresh Starter
L105372,2023-09-04,2023-09,26,26-35,59000,50-75k,RENT,2.0,Early(1-3y),PERSONAL,B,8500,11.83,0.1441,0.1441,0.017,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.3321460831558306,701,Low,Approve,Low risk tier (PD=33.2%) — acceptable risk under standard policy.,The Steady Earner
L105373,2024-06-26,2024-06,21,18-25,60996,50-75k,RENT,2.0,Early(1-3y),VENTURE,B,8500,10.99,0.1394,0.1394,0.0153,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.1887998409023466,787,Very Low,Approve,Very Low risk tier (PD=18.9%) — strong repayment profile.,The Steady Earner
L105374,2024-07-17,2024-07,23,18-25,45000,25-50k,MORTGAGE,7.0,Established(3-7y),DEBTCONSOLIDATION,A,7000,5.42,0.1556,0.1556,0.0084,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.1886036190097907,787,Very Low,Approve,Very Low risk tier (PD=18.9%) — strong repayment profile.,The Moderate Borrower
L105375,2024-08-10,2024-08,25,18-25,62500,50-75k,RENT,3.0,Early(1-3y),EDUCATION,A,8500,7.88,0.136,0.136,0.0107,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1593515832287191,804,Very Low,Approve,Very Low risk tier (PD=15.9%) — strong repayment profile.,The Steady Earner
L105376,2024-03-14,2024-03,21,18-25,45000,25-50k,MORTGAGE,0.0,Unstable(<1y),DEBTCONSOLIDATION,A,6250,5.42,0.1389,0.1389,0.0075,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.1612972292464363,803,Very Low,Approve,Very Low risk tier (PD=16.1%) — strong repayment profile.,The Fresh Starter
L105377,2023-10-05,2023-10,25,18-25,63996,50-75k,RENT,2.0,Early(1-3y),VENTURE,B,8500,11.89,0.1328,0.1328,0.0158,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1931145243351932,784,Very Low,Approve,Very Low risk tier (PD=19.3%) — strong repayment profile.,The Steady Earner
L105378,2024-07-05,2024-07,22,18-25,45000,25-50k,MORTGAGE,3.0,Early(1-3y),EDUCATION,C,3000,13.48,0.0667,0.0667,0.009,N,4,Building(2-5y),0,0,0,0,0,Non-Default,0.1807812550571789,792,Very Low,Approve,Very Low risk tier (PD=18.1%) — strong repayment profile.,The Moderate Borrower
L105379,2024-09-04,2024-09,23,18-25,65000,50-75k,RENT,6.0,Established(3-7y),DEBTCONSOLIDATION,C,8500,13.35,0.1308,0.1308,0.0175,Y,2,New(<=2y),1,0,0,1,0,Non-Default,0.4824532379970512,611,Moderate,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L105380,2023-04-21,2023-04,23,18-25,65000,50-75k,RENT,3.0,Early(1-3y),MEDICAL,B,8500,12.21,0.1308,0.1308,0.016,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.3658082951171572,681,Low,Approve,Low risk tier (PD=36.6%) — acceptable risk under standard policy.,The Steady Earner
L105381,2024-01-20,2024-01,23,18-25,66200,50-75k,RENT,5.0,Established(3-7y),PERSONAL,A,8500,7.49,0.1284,0.1284,0.0096,N,2,New(<=2y),0,0,0,1,0,Non-Default,0.1689356513642576,799,Very Low,Approve,Very Low risk tier (PD=16.9%) — strong repayment profile.,The Steady Earner
L105382,2023-07-10,2023-07,25,18-25,45000,25-50k,MORTGAGE,2.0,Early(1-3y),MEDICAL,A,3000,6.92,0.0667,0.0667,0.0046,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.0835114981506937,850,Very Low,Approve,Very Low risk tier (PD=8.4%) — strong repayment profile.,The Fresh Starter
L105383,2024-05-04,2024-05,22,18-25,74000,50-75k,RENT,6.0,Established(3-7y),VENTURE,B,8500,11.71,0.1149,0.1149,0.0135,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.1589118207142495,805,Very Low,Approve,Very Low risk tier (PD=15.9%) — strong repayment profile.,The Steady Earner
L105384,2024-11-24,2024-11,25,18-25,69000,50-75k,RENT,5.0,Established(3-7y),HOMEIMPROVEMENT,A,8500,6.92,0.1232,0.1232,0.0085,N,4,Building(2-5y),0,0,0,1,1,Default,0.264662774060443,741,Low,Approve,Low risk tier (PD=26.5%) — acceptable risk under standard policy.,The Steady Earner
L105385,2024-03-01,2024-03,22,18-25,21040,<25k,RENT,4.0,Established(3-7y),EDUCATION,B,8450,11.71,0.4016,0.4016,0.047,N,4,Building(2-5y),0,1,0,1,1,Default,0.9276295058441988,343,Very High,Reject,Very High risk tier (PD=92.8%) — default probability too high for approval under current risk appetite.,The Overextended Borrower
L105386,2024-02-09,2024-02,23,18-25,38500,25-50k,RENT,1.0,Unstable(<1y),EDUCATION,B,8450,10.62,0.2195,0.2195,0.0233,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.4821014662889911,611,Moderate,Approve with Conditions,Moderate risk tier (PD=48.2%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Fresh Starter
L105387,2023-12-01,2023-12,24,18-25,45000,25-50k,MORTGAGE,8.0,Stable(7y+),EDUCATION,A,5000,5.79,0.1111,0.1111,0.0064,N,2,New(<=2y),0,0,0,0,0,Non-Default,0.0704335048253561,858,Very Low,Approve,Very Low risk tier (PD=7.0%) — strong repayment profile.,The Moderate Borrower
L105388,2023-07-28,2023-07,22,18-25,100000,75-100k,RENT,2.0,Early(1-3y),EDUCATION,C,8450,12.99,0.0845,0.0845,0.011,Y,2,New(<=2y),1,0,0,1,0,Non-Default,0.2072696151114827,776,Low,Manual Review,Applicant has a prior bureau default on file — policy requires manual review even though the statistical risk tier is otherwise acceptable.,The Repeat Risk
L105389,2023-01-22,2023-01,24,18-25,45000,25-50k,MORTGAGE,3.0,Early(1-3y),VENTURE,C,15000,13.06,0.3333,0.3333,0.0435,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.4943762770051944,603,Moderate,Approve with Conditions,Moderate risk tier (PD=49.4%) — approve with adjusted terms (higher rate and/or lower approved amount).,The Moderate Borrower
L105390,2024-11-08,2024-11,24,18-25,45000,25-50k,MORTGAGE,8.0,Stable(7y+),MEDICAL,A,5000,5.79,0.1111,0.1111,0.0064,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.1094617435862509,834,Very Low,Approve,Very Low risk tier (PD=10.9%) — strong repayment profile.,The Moderate Borrower
L105391,2024-09-02,2024-09,22,18-25,25000,<25k,RENT,2.0,Early(1-3y),EDUCATION,A,8400,6.62,0.336,0.336,0.0222,N,2,New(<=2y),0,0,0,1,1,Default,0.7782644529605701,433,Very High,Reject,Very High risk tier (PD=77.8%) — default probability too high for approval under current risk appetite.,The Fresh Starter
L105392,2023-07-27,2023-07,22,18-25,45000,25-50k,MORTGAGE,0.0,Unstable(<1y),MEDICAL,A,9125,5.79,0.2028,0.2028,0.0117,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.2475805803259505,751,Low,Approve,Low risk tier (PD=24.8%) — acceptable risk under standard policy.,The Fresh Starter
L105393,2023-01-08,2023-01,23,18-25,30000,25-50k,RENT,0.0,Unstable(<1y),MEDICAL,C,8400,14.65,0.28,0.28,0.041,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.837657822531523,397,Very High,Reject,Very High risk tier (PD=83.8%) — default probability too high for approval under current risk appetite.,The Fresh Starter
L105394,2024-12-02,2024-12,26,26-35,52000,50-75k,RENT,5.0,Established(3-7y),PERSONAL,B,5000,10.59,0.0962,0.0962,0.0102,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.2459530676826456,752,Low,Approve,Low risk tier (PD=24.6%) — acceptable risk under standard policy.,The Steady Earner
L105395,2024-11-17,2024-11,23,18-25,52000,50-75k,RENT,1.0,Unstable(<1y),PERSONAL,A,5000,7.49,0.0962,0.0962,0.0072,N,3,Building(2-5y),0,0,0,1,0,Non-Default,0.1543282842507968,807,Very Low,Approve,Very Low risk tier (PD=15.4%) — strong repayment profile.,The Steady Earner
L105396,2024-06-12,2024-06,22,18-25,52000,50-75k,RENT,1.0,Unstable(<1y),VENTURE,A,5000,6.99,0.0962,0.0962,0.0067,N,4,Building(2-5y),0,0,0,1,0,Non-Default,0.0852378084482358,849,Very Low,Approve,Very Low risk tier (PD=8.5%) — strong repayment profile.,The Steady Earner
L105397,2024-08-24,2024-08,23,18-25,45000,25-50k,MORTGAGE,2.0,Early(1-3y),EDUCATION,B,10000,11.11,0.2222,0.2222,0.0247,N,3,Building(2-5y),0,0,0,0,0,Non-Default,0.3130471535363317,712,Low,Approve,Low risk tier (PD=31.3%) — acceptable risk under standard policy.,The Fresh Starter
